Responses,Coding,Count,Pct
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'AD', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'MCI', 'MCI', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'AD', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'AD', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'AD', 'AD', 'MCI', 'MCI', 'AD', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'MCI', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'MCI', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'MCI', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'MCI', 'Unknown', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'MCI', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'MCI', 'Unknown', 'Unknown', 'MCI', 'CN', 'CN', 'MCI', 'CN', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'MCI', 'AD', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'AD', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'AD', 'CN', 'Unknown', 'AD', 'AD', 'MCI', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'AD', 'Unknown', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'AD', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'AD', 'CN', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'CN', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'AD', 'CN', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'MCI', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'AD', 'AD', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'AD', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'AD', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'AD', 'CN', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'AD', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'CN', 'MCI', 'CN', 'MCI', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'CN', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'AD', 'CN', 'AD', 'AD', 'AD', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'AD', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'AD', 'AD', 'CN', 'AD', 'AD', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'AD', 'MCI', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'AD', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'AD', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'Unknown', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'Unknown', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'CN', 'AD', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'Unknown', 'CN', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'AD', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'AD', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'CN', 'Unknown', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'CN', 'AD', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'MCI', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'AD', 'AD', 'MCI')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'MCI', 'AD', 'CN', 'AD', 'CN', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'MCI', 'CN', 'Unknown', 'AD', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'CN', 'Unknown', 'CN', 'Unknown')",standard,1,0.0
